designation,bore_d,outer_d,width,load_rating,limiting_speed
12G-88128 TN9/GJN,,,,,
16002,15.0,32.0,8.0,5.85,32000.0
16002-2Z,15.0,32.0,8.0,5.85,26000.0
16002/C3,15.0,32.0,8.0,5.85,32000.0
16003,17.0,35.0,8.0,6.37,28000.0
16003-2Z,17.0,35.0,8.0,6.37,22000.0
16004,20.0,42.0,8.0,7.28,24000.0
16004/C3,20.0,42.0,8.0,7.28,24000.0
16005,25.0,47.0,8.0,8.06,20000.0
16005/C3,25.0,47.0,8.0,7.61,20000.0
16006,30.0,55.0,9.0,11.9,17000.0
16006/C3,30.0,55.0,9.0,11.9,17000.0
16007,35.0,62.0,9.0,13.0,15000.0
16007/C3,35.0,62.0,9.0,13.0,15000.0
16007/W64,35.0,62.0,9.0,13.0,6100.0
16008,40.0,68.0,9.0,13.8,14000.0
16008/C3,40.0,68.0,9.0,13.8,14000.0
16009,45.0,75.0,10.0,16.5,12000.0
16009/C3,45.0,75.0,10.0,16.5,12000.0
16010,50.0,80.0,10.0,16.8,11000.0
16010/C3,50.0,80.0,10.0,16.8,11000.0
16011,55.0,90.0,11.0,20.3,10000.0
16011/C3,55.0,90.0,11.0,20.3,10000.0
16012,60.0,95.0,11.0,20.8,9500.0
16013,65.0,100.0,11.0,22.5,9000.0
16013/C3,65.0,100.0,11.0,22.5,9000.0
16014,70.0,110.0,13.0,29.1,8000.0
16014/C3,70.0,110.0,13.0,29.1,8000.0
16015,75.0,115.0,13.0,30.2,7500.0
16015/C3,75.0,115.0,13.0,30.2,7500.0
16016,80.0,125.0,14.0,35.1,7000.0
16016/C3,80.0,125.0,14.0,35.1,7000.0
16017,85.0,130.0,14.0,35.8,6700.0
16017/C3,85.0,130.0,14.0,35.8,6700.0
16018,90.0,140.0,16.0,43.6,6300.0
16018/C3,90.0,140.0,16.0,43.6,6300.0
16019,95.0,145.0,16.0,44.9,6000.0
16019/C3,95.0,145.0,16.0,44.9,6000.0
16020,100.0,150.0,16.0,46.2,5600.0
16020/C3,100.0,150.0,16.0,46.2,5600.0
16021,105.0,160.0,18.0,54.0,5300.0
16021/C3,105.0,160.0,18.0,54.0,5300.0
16022,110.0,170.0,19.0,60.5,5000.0
16022/C3,110.0,170.0,19.0,60.5,5000.0
16024,120.0,180.0,19.0,63.7,4800.0
16024/C2,120.0,180.0,19.0,63.7,4800.0
16024/C3,120.0,180.0,19.0,63.7,4800.0
16026,130.0,200.0,22.0,83.2,4300.0
16026/C3,130.0,200.0,22.0,83.2,4300.0
16028,140.0,210.0,22.0,80.6,4000.0
16028/C3,140.0,210.0,22.0,80.6,4000.0
16030,150.0,225.0,24.0,92.2,3800.0
16030/C3,150.0,225.0,24.0,92.2,3800.0
16032,160.0,240.0,25.0,99.5,3600.0
16032/C3,160.0,240.0,25.0,99.5,3600.0
16034,170.0,260.0,28.0,119.0,3200.0
16034/C3,170.0,260.0,28.0,119.0,3200.0
16036,180.0,280.0,31.0,138.0,3000.0
16036/C3,180.0,280.0,31.0,138.0,3000.0
16038,190.0,290.0,31.0,148.0,3000.0
16038/C3,190.0,290.0,31.0,148.0,3000.0
16040,200.0,310.0,34.0,168.0,2800.0
16040/C3,200.0,310.0,34.0,168.0,2800.0
16044,220.0,340.0,37.0,174.0,2400.0
16044/C3,220.0,340.0,37.0,174.0,2400.0
16048 MA,240.0,360.0,37.0,203.0,3000.0
16052 MA,260.0,400.0,44.0,238.0,2800.0
16056 MA,280.0,420.0,44.0,242.0,2600.0
16060 MA,300.0,460.0,50.0,286.0,1800.0
16064 MA,320.0,480.0,50.0,281.0,1700.0
16068 MA,340.0,520.0,57.0,345.0,1500.0
16072 MA,360.0,540.0,57.0,351.0,1400.0
16100,10.0,28.0,8.0,5.07,38000.0
16100-2Z,10.0,28.0,8.0,5.07,30000.0
16101,12.0,30.0,8.0,5.07,38000.0
16101-2RS1,12.0,30.0,8.0,5.07,17000.0
16101-2Z,12.0,30.0,8.0,5.07,28000.0
206,30.0,62.0,16.0,20.9,12000.0
206 NR,30.0,62.0,16.0,20.9,12000.0
206-2Z,30.0,62.0,16.0,20.9,9600.0
206-2ZNR,30.0,62.0,16.0,20.9,9600.0
206-Z,30.0,62.0,16.0,20.9,12000.0
207,35.0,72.0,17.0,27.5,10000.0
207 NR,35.0,72.0,17.0,27.5,10000.0
207-2Z,35.0,72.0,17.0,27.5,8000.0
207-2ZNR,35.0,72.0,17.0,27.5,8000.0
207-Z,35.0,72.0,17.0,27.5,10000.0
207-ZNR,35.0,72.0,17.0,27.5,10000.0
208,40.0,80.0,18.0,33.6,9500.0
208 N,40.0,80.0,18.0,33.6,9500.0
208 NR,40.0,80.0,18.0,33.6,9500.0
208-2Z,40.0,80.0,18.0,33.6,7600.0
208-2ZNR,40.0,80.0,18.0,33.6,7600.0
208-Z,40.0,80.0,18.0,33.6,9500.0
208-ZNR,40.0,80.0,18.0,33.6,9500.0
208/C3,40.0,80.0,18.0,33.6,7600.0
209,45.0,85.0,19.0,35.2,8500.0
209 NR,45.0,85.0,19.0,35.2,8500.0
209-2Z,45.0,85.0,19.0,35.2,6800.0
209-Z,45.0,85.0,19.0,35.2,8500.0
209-ZNR,45.0,85.0,19.0,35.2,8500.0
209/C3,45.0,85.0,19.0,35.2,8500.0
210,50.0,90.0,20.0,39.1,8000.0
210 N,50.0,90.0,20.0,39.1,8000.0
210 NR,50.0,90.0,20.0,39.1,8000.0
210 NR/C3,50.0,90.0,20.0,39.1,8000.0
210-2Z,50.0,90.0,20.0,39.1,6400.0
210-2ZNR,50.0,90.0,20.0,39.1,6400.0
210-Z,50.0,90.0,20.0,39.1,8000.0
210-ZNR,50.0,90.0,20.0,39.1,8000.0
211,55.0,100.0,21.0,48.4,7000.0
211 NR,55.0,100.0,21.0,48.4,7000.0
211-2Z,55.0,100.0,21.0,48.4,5600.0
211-2ZNR,55.0,100.0,21.0,48.4,5600.0
211-Z,55.0,100.0,21.0,48.4,7000.0
211-ZNR,55.0,100.0,21.0,48.4,7000.0
211/C3,55.0,100.0,21.0,48.4,7000.0
212,60.0,110.0,22.0,56.1,6700.0
212 NR,60.0,110.0,22.0,56.1,6700.0
212-2Z,60.0,110.0,22.0,56.1,5400.0
212-Z,60.0,110.0,22.0,56.1,6700.0
212-ZNBR,60.0,110.0,22.0,56.1,6700.0
212-ZNR,60.0,110.0,22.0,56.1,6700.0
213,65.0,120.0,23.0,60.5,6000.0
213 NR,65.0,120.0,23.0,60.5,6000.0
213-2Z,65.0,120.0,23.0,60.5,4800.0
213-Z,65.0,120.0,23.0,60.5,6000.0
213-ZNR,65.0,120.0,23.0,60.5,6000.0
213/C3,65.0,120.0,23.0,60.5,6000.0
214,70.0,125.0,24.0,66.0,5600.0
214-2Z,70.0,125.0,24.0,66.0,4500.0
214-Z,70.0,125.0,24.0,66.0,5600.0
214-ZNR,70.0,125.0,24.0,66.0,5600.0
214/C3,70.0,125.0,24.0,66.0,5600.0
214/C4,70.0,125.0,24.0,66.0,5600.0
215,75.0,130.0,25.0,72.1,5300.0
215 NR,75.0,130.0,25.0,72.1,5300.0
215-2Z,75.0,130.0,25.0,72.1,4300.0
215-ZNR,75.0,130.0,25.0,72.1,5300.0
216,80.0,140.0,26.0,88.0,5000.0
216 NR,80.0,140.0,26.0,88.0,5000.0
216 NR/C3,80.0,140.0,26.0,88.0,5000.0
216-2Z,80.0,140.0,26.0,88.0,4000.0
216-Z,80.0,140.0,26.0,88.0,5000.0
216-ZNR,80.0,140.0,26.0,88.0,5000.0
217,85.0,150.0,28.0,96.8,4800.0
217 NR,85.0,150.0,28.0,96.8,4800.0
217-2Z,85.0,150.0,28.0,96.8,3900.0
217-Z,85.0,150.0,28.0,96.8,4800.0
305,25.0,62.0,17.0,22.9,13000.0
305 NR,25.0,62.0,17.0,22.9,13000.0
305-2Z,25.0,62.0,17.0,22.9,10400.0
305-2ZNR,25.0,62.0,17.0,22.9,10400.0
305-Z,25.0,62.0,17.0,22.9,13000.0
305-ZNR,25.0,62.0,17.0,22.9,13000.0
305/C3,25.0,62.0,17.0,22.9,13000.0
306,30.0,72.0,19.0,29.7,11000.0
306 NR,30.0,72.0,19.0,29.7,11000.0
306-2Z,30.0,72.0,19.0,29.7,8800.0
306-2ZNR,30.0,72.0,19.0,29.7,8800.0
306-Z,30.0,72.0,19.0,29.7,11000.0
306474 D,760.0,1080.0,150.0,923.0,600.0
306840,180.0,259.5,33.0,140.0,3200.0
306842,230.0,329.5,40.0,190.0,2400.0
307,35.0,80.0,21.0,34.7,9500.0
307 NR,35.0,80.0,21.0,34.7,9500.0
307-2Z,35.0,80.0,21.0,34.7,7600.0
307-2ZNR,35.0,80.0,21.0,34.7,7600.0
307-Z,35.0,80.0,21.0,34.7,9500.0
307-ZNR,35.0,80.0,21.0,34.7,9500.0
307/C3,35.0,80.0,21.0,34.7,9500.0
308,40.0,90.0,23.0,45.7,8500.0
308 NR,40.0,90.0,23.0,45.7,8500.0
308 NR/C3,40.0,90.0,23.0,45.7,8500.0
308 TN9/C3,40.0,90.0,23.0,45.7,8500.0
308-2Z,40.0,90.0,23.0,45.7,6800.0
308-2ZNR,40.0,90.0,23.0,45.7,6800.0
308-Z,40.0,90.0,23.0,45.7,8500.0
308-ZNR,40.0,90.0,23.0,45.7,8500.0
308/C3,40.0,90.0,23.0,45.7,8500.0
309,45.0,100.0,25.0,55.0,7500.0
309 NR,45.0,100.0,25.0,55.0,7500.0
309 NR/C3,45.0,100.0,25.0,55.0,7500.0
309-2Z,45.0,100.0,25.0,55.0,6000.0
309-2ZNR,45.0,100.0,25.0,55.0,6000.0
309-Z,45.0,100.0,25.0,55.0,7500.0
309-ZNR,45.0,100.0,25.0,55.0,7500.0
309/C3,45.0,100.0,25.0,55.0,7500.0
310,50.0,110.0,27.0,64.4,7000.0
310 NAR/C3LVU067,50.0,110.0,27.0,64.4,7000.0
310 NR,50.0,110.0,27.0,64.4,7000.0
310 NR/C3,50.0,110.0,27.0,64.4,7000.0
310-2Z,50.0,110.0,27.0,64.4,5600.0
310-2ZNR,50.0,110.0,27.0,64.4,5600.0
310-Z,50.0,110.0,27.0,64.4,7000.0
310-ZNBR,50.0,110.0,27.0,64.4,7000.0
310-ZNR,50.0,110.0,27.0,64.4,7000.0
310/C3,50.0,110.0,27.0,64.4,7000.0
311,55.0,120.0,29.0,79.2,6300.0
311 NR,55.0,120.0,29.0,79.2,6300.0
311-2Z,55.0,120.0,29.0,79.2,5000.0
311-2ZNR,55.0,120.0,29.0,79.2,5000.0
311-Z,55.0,120.0,29.0,79.2,6300.0
311-Z/C3,55.0,120.0,29.0,79.2,6300.0
311-ZNR,55.0,120.0,29.0,79.2,6300.0
312,60.0,130.0,31.0,91.3,6000.0
312 NR,60.0,130.0,31.0,91.3,6000.0
312-2Z,60.0,130.0,31.0,91.3,4800.0
312-Z,60.0,130.0,31.0,91.3,6000.0
312-ZNR,60.0,130.0,31.0,91.3,6000.0
313,65.0,140.0,33.0,102.0,5300.0
313 NR,65.0,140.0,33.0,102.0,5300.0
313-2Z,65.0,140.0,33.0,102.0,4300.0
313-2ZNR,65.0,140.0,33.0,102.0,4300.0
313-Z,65.0,140.0,33.0,102.0,5300.0
313-ZNR,65.0,140.0,33.0,102.0,5300.0
314,70.0,150.0,35.0,114.0,5000.0
314 NR,70.0,150.0,35.0,114.0,5000.0
314-2Z,70.0,150.0,35.0,114.0,4000.0
314-Z,70.0,150.0,35.0,114.0,5000.0
314-ZNR,70.0,150.0,35.0,114.0,5000.0
360278,200.0,279.5,38.0,148.0,3000.0
360476 A,530.0,760.0,100.0,585.0,950.0
361844,800.0,1080.0,115.0,819.0,600.0
361964,30.0,62.0,24.0,18.2,9500.0
393921 E,17.0,,12.0,9.56,
394980 A-2Z,12.0,28.575,7.938,5.07,
4200 ATN9,10.0,30.0,14.0,9.23,22000.0
4201 ATN9,12.0,32.0,14.0,10.6,20000.0
4202 ATN9,15.0,35.0,14.0,11.9,17000.0
4203 ATN9,17.0,40.0,16.0,14.8,15000.0
4204 ATN9,20.0,47.0,18.0,17.8,13000.0
4205 ATN9,25.0,52.0,18.0,19.0,11000.0
4206 ATN9,30.0,62.0,20.0,26.0,9500.0
4207 ATN9,35.0,72.0,23.0,35.1,8000.0
4208 ATN9,40.0,80.0,23.0,37.1,7000.0
4209 ATN9,45.0,85.0,23.0,39.0,6700.0
4210 ATN9,50.0,90.0,23.0,41.0,6000.0
4211 ATN9,55.0,100.0,25.0,44.9,5600.0
4212 ATN9,60.0,110.0,28.0,57.2,5300.0
4213 ATN9,65.0,120.0,31.0,67.6,4800.0
4214 ATN9,70.0,125.0,31.0,70.2,4300.0
4215 ATN9,75.0,130.0,31.0,72.8,4000.0
4216 ATN9,80.0,140.0,33.0,80.6,3800.0
4301 ATN9,12.0,37.0,17.0,13.0,18000.0
4302 ATN9,15.0,42.0,17.0,14.8,15000.0
4303 ATN9,17.0,47.0,19.0,19.5,13000.0
4304 ATN9,20.0,52.0,21.0,23.4,12000.0
4305 ATN9,25.0,62.0,24.0,31.9,10000.0
4306 ATN9,30.0,72.0,27.0,41.0,8500.0
4307 ATN9,35.0,80.0,31.0,50.7,7500.0
4308 ATN9,40.0,90.0,33.0,55.9,6700.0
4309 ATN9,45.0,100.0,36.0,68.9,6000.0
4310 ATN9,50.0,110.0,40.0,81.9,5300.0
4311 ATN9,55.0,120.0,43.0,97.5,5000.0
4312 ATN9,60.0,130.0,46.0,112.0,4500.0
440146 CC,16.0,42.0,13.0,11.4,24000.0
465898 2RSJEM,12.695,32.0,10.0,7.28,15000.0
6000,10.0,26.0,8.0,4.75,40000.0
6000 2RSJEM,10.0,26.0,8.0,4.75,19000.0
6000 2ZJEM,10.0,26.0,8.0,4.75,34000.0
6000 JEM,10.0,26.0,8.0,4.75,40000.0
6000 ZJEM,10.0,26.0,8.0,4.75,40000.0
6000-2RSH,10.0,26.0,8.0,4.75,19000.0
6000-2RSH/C3,10.0,26.0,8.0,4.75,19000.0
6000-2RSH/C3GJN,10.0,26.0,8.0,4.75,
6000-2RSH/GFJ,10.0,26.0,8.0,4.75,19000.0
6000-2RSH/VA947,10.0,26.0,8.0,4.75,19000.0
6000-2RSL,10.0,26.0,8.0,4.75,34000.0
6000-2RSL/C3,10.0,26.0,8.0,4.75,34000.0
6000-2RSLTN9/C3VT162,10.0,26.0,8.0,4.75,34000.0
6000-2RSLTN9/HC5C3WT,10.0,26.0,8.0,4.62,34000.0
6000-2Z,10.0,26.0,8.0,4.75,34000.0
6000-2Z/C3,10.0,26.0,8.0,4.75,34000.0
6000-2Z/C3GJN,10.0,26.0,8.0,4.75,34000.0
6000-2Z/C3VT127,10.0,26.0,8.0,4.75,34000.0
6000-2Z/LHT23,10.0,26.0,8.0,4.75,34000.0
6000-2ZTN9/C3LT,10.0,26.0,8.0,4.75,
6000-RSH,10.0,26.0,8.0,4.75,19000.0
6000-RSL,10.0,26.0,8.0,4.75,40000.0
6000-Z,10.0,26.0,8.0,4.75,40000.0
6000-Z/C3,10.0,26.0,8.0,4.75,40000.0
6000-ZTN9,10.0,26.0,8.0,4.75,
6000-ZTN9/C3LT,10.0,26.0,8.0,4.75,
6000-ZTN9/LT,10.0,26.0,8.0,4.75,40000.0
6000/C3,10.0,26.0,8.0,4.75,40000.0
6001,12.0,28.0,8.0,5.4,38000.0
6001 2RSJEM,12.0,28.0,8.0,5.4,17000.0
6001 2ZJEM,12.0,28.0,8.0,5.4,30000.0
6001 ZJEM,12.0,28.0,8.0,5.4,38000.0
6001-2RS1/C3GJN,12.0,28.0,8.0,5.4,17000.0
6001-2RSH,12.0,28.0,8.0,5.4,17000.0
6001-2RSH/C3,12.0,28.0,8.0,5.4,17000.0
6001-2RSH/C3GJN,12.0,28.0,8.0,5.4,17000.0
6001-2RSH/LHT23,12.0,28.0,8.0,5.4,17000.0
6001-2RSH/VA947,12.0,28.0,8.0,5.4,17000.0
6001-2RSH/W64,12.0,28.0,8.0,5.4,12000.0
6001-2RSL,12.0,28.0,8.0,5.4,30000.0
6001-2RSL/C3,12.0,28.0,8.0,5.4,30000.0
6001-2RSLTN9/C3LHT23,12.0,28.0,8.0,5.4,30000.0
6001-2RSLTN9/HC5C3WT,12.0,28.0,8.0,5.07,30000.0
6001-2Z,12.0,28.0,8.0,5.4,30000.0
6001-2Z/C2,12.0,28.0,8.0,5.4,30000.0
6001-2Z/C3,12.0,28.0,8.0,5.4,30000.0
6001-2Z/C3GJN,12.0,28.0,8.0,5.4,
6001-2Z/C3LHT23,12.0,28.0,8.0,5.4,30000.0
6001-2Z/C3WT,12.0,28.0,8.0,5.4,30000.0
6001-2Z/C4S1VT127,12.0,28.0,8.0,5.4,30000.0
6001-2Z/LHT23,12.0,28.0,8.0,5.4,30000.0
6001-RSH,12.0,28.0,8.0,5.4,17000.0
6001-Z,12.0,28.0,8.0,5.4,38000.0
6001-Z/C3,12.0,28.0,8.0,5.4,38000.0
6001/C3,12.0,28.0,8.0,5.4,38000.0
6002,15.0,32.0,9.0,5.85,32000.0
6002 2RSJEM,15.0,32.0,9.0,5.85,14000.0
6002 2RSNRJEM,15.0,32.0,9.0,5.85,14000.0
6002 2ZJEM,15.0,32.0,9.0,5.85,26000.0
6002 2ZNRJEM,15.0,32.0,9.0,5.85,26000.0
6002 JEM,15.0,32.0,9.0,5.85,32000.0
6002 RSJEM,15.0,32.0,9.0,5.85,14000.0
6002 TN9/C3,15.0,32.0,9.0,5.85,32000.0
6002 ZJEM,15.0,32.0,9.0,5.85,32000.0
6002-2RSH,15.0,32.0,9.0,5.85,14000.0
6002-2RSH/C3,15.0,32.0,9.0,5.85,14000.0
6002-2RSH/C3GJN,15.0,32.0,9.0,5.85,14000.0
6002-2RSH/VA947,15.0,32.0,9.0,5.85,14000.0
6002-2RSH/W64,15.0,32.0,9.0,5.85,10100.0
6002-2RSHNR,15.0,,9.0,5.85,14000.0
6002-2RSL,15.0,32.0,9.0,5.85,26000.0
6002-2RSL/C3,15.0,32.0,9.0,5.85,
6002-2RSLTN9/C3VT162,15.0,32.0,9.0,5.85,26000.0
6002-2RSLTN9/HC5C3WT,15.0,32.0,9.0,5.59,26000.0
6002-2Z,15.0,32.0,9.0,5.85,26000.0
6002-2Z/C3,15.0,32.0,9.0,5.85,26000.0
6002-2Z/C3GJN,15.0,32.0,9.0,5.85,26000.0
6002-2Z/C3LHT23,15.0,32.0,9.0,5.85,26000.0
6002-2Z/C3WT,15.0,32.0,9.0,5.85,26000.0
6002-2Z/LHT23,15.0,32.0,9.0,5.85,26000.0
6002-2ZNR,15.0,,9.0,5.85,
6002-RSH,15.0,32.0,9.0,5.85,14000.0
6002-RSL,15.0,32.0,9.0,5.85,32000.0
6002-Z,15.0,32.0,9.0,5.85,32000.0
6002-Z/C3,15.0,32.0,9.0,5.85,32000.0
6002/C3,15.0,32.0,9.0,5.85,32000.0
6003,17.0,35.0,10.0,6.37,28000.0
6003 2RSJEM,17.0,35.0,10.0,6.37,13000.0
6003 2RSNRJEM,17.0,35.0,10.0,6.37,13000.0
6003 2ZJEM,17.0,35.0,10.0,6.37,22000.0
6003 JEM,17.0,35.0,10.0,6.37,28000.0
6003 RSJEM,17.0,35.0,10.0,6.37,13000.0
6003 TN9/C3,17.0,35.0,10.0,6.37,28000.0
6003 ZJEM,17.0,35.0,10.0,6.37,28000.0
6003-2RSH,17.0,35.0,10.0,6.37,13000.0
6003-2RSH/C3,17.0,35.0,10.0,6.37,13000.0
6003-2RSH/C3GJN,17.0,35.0,10.0,6.37,
6003-2RSH/GJN,17.0,35.0,10.0,6.37,13000.0
6003-2RSH/LHT23,17.0,35.0,10.0,6.37,
6003-2RSH/VA947,17.0,35.0,10.0,6.37,13000.0
6003-2RSHNR,17.0,35.0,10.0,6.37,13000.0
6003-2RSL,17.0,35.0,10.0,6.37,22000.0
6003-2RSL/C3,17.0,35.0,10.0,6.37,22000.0
6003-2RSLTN9/C3VT162,17.0,35.0,10.0,6.37,22000.0
6003-2RSLTN9/HC5C3WT,17.0,35.0,10.0,6.05,22000.0
6003-2Z,17.0,35.0,10.0,6.37,22000.0
6003-2Z/C3,17.0,35.0,10.0,6.37,22000.0
6003-2Z/C3GJN,17.0,35.0,10.0,6.37,22000.0
6003-2Z/GJN,17.0,35.0,10.0,6.37,22000.0
6003-2Z/LHT23,17.0,35.0,10.0,6.37,22000.0
6003-2Z/VA201,17.0,35.0,10.0,,170.0
6003-2Z/VA208,17.0,35.0,10.0,,170.0
6003-RSH,17.0,35.0,10.0,6.37,13000.0
6003-RSL,17.0,35.0,10.0,6.37,28000.0
6003-Z,17.0,35.0,10.0,6.37,28000.0
6003-Z/C3,17.0,35.0,10.0,6.05,
6003/C3,17.0,35.0,10.0,6.37,28000.0
6003/VA201,17.0,35.0,10.0,,170.0
6004,20.0,42.0,12.0,9.95,24000.0
6004 2RSJEM,20.0,42.0,12.0,9.95,11000.0
6004 2ZJEM,20.0,42.0,12.0,9.95,19000.0
6004 JEM,20.0,42.0,12.0,9.95,24000.0
6004 NR,20.0,42.0,12.0,9.95,24000.0
6004 RSJEM,20.0,42.0,12.0,9.95,11000.0
6004 TN9/C3,20.0,42.0,12.0,9.95,24000.0
6004 ZJEM,20.0,42.0,12.0,9.95,24000.0
6004-2RS1/C3VM045,,,,,
6004-2RS2/C3GWP,20.0,42.0,12.0,9.95,24000.0
6004-2RSH,20.0,42.0,12.0,9.95,11000.0
6004-2RSH/C3,20.0,42.0,12.0,9.95,11000.0
6004-2RSH/C3GJN,20.0,42.0,12.0,9.95,11000.0
6004-2RSH/C4GJN,20.0,42.0,12.0,9.95,11000.0
6004-2RSH/VA947,20.0,42.0,12.0,9.95,11000.0
6004-2RSH/W64,20.0,42.0,12.0,9.95,7600.0
6004-2RSHNR,20.0,42.0,12.0,9.95,11000.0
6004-2RSHTN9/C4HT,,,,,
6004-2RSL,20.0,42.0,12.0,9.95,19000.0
6004-2RSL/C3,20.0,42.0,12.0,9.95,
6004-2RSLTN9/C3VT162,,,,,
6004-2RSLTN9/HC5C3WT,20.0,42.0,12.0,9.36,19000.0
6004-2RZ/LHT23,20.0,42.0,12.0,9.95,19000.0
6004-2RZTN9/C3VT162,20.0,42.0,12.0,9.95,19000.0
6004-2Z,20.0,42.0,12.0,9.95,19000.0
6004-2Z/C2ELHT23,20.0,42.0,12.0,9.95,
6004-2Z/C3,20.0,42.0,12.0,9.95,19000.0
6004-2Z/C3GJN,20.0,42.0,12.0,9.95,19000.0
6004-2Z/C3LHT23,20.0,42.0,12.0,9.95,19000.0
6004-2Z/LHT23,20.0,42.0,12.0,9.95,
6004-2Z/VA201,20.0,42.0,12.0,,140.0
6004-2Z/VA208,20.0,42.0,12.0,,140.0
6004-2ZNR,20.0,42.0,12.0,9.95,19000.0
6004-2ZTN9/C3LLHT23,20.0,42.0,12.0,9.95,
6004-RSH,20.0,42.0,12.0,9.95,11000.0
6004-RSL,20.0,42.0,12.0,9.95,19000.0
6004-Z,20.0,42.0,12.0,9.95,24000.0
6004-Z/C3,20.0,42.0,12.0,9.95,24000.0
6004/C3,20.0,42.0,12.0,9.95,24000.0
6004/VA201,20.0,42.0,12.0,,140.0
6005,25.0,47.0,12.0,11.9,20000.0
6005 2RSJEM,25.0,47.0,12.0,11.9,9500.0
6005 2ZJEM,25.0,47.0,12.0,11.9,16000.0
6005 JEM,25.0,47.0,12.0,11.9,20000.0
6005 NR,25.0,47.0,12.0,11.9,20000.0
6005 RSJEM,25.0,47.0,12.0,11.9,9500.0
6005 TN9/C3,25.0,47.0,12.0,11.9,20000.0
6005 ZJEM,25.0,47.0,12.0,11.9,20000.0
6005-2RSH,25.0,47.0,12.0,11.9,9500.0
6005-2RSH/C3,25.0,47.0,12.0,11.9,9500.0
6005-2RSH/C3GJN,25.0,47.0,12.0,11.9,9500.0
6005-2RSH/C4,,,,,
6005-2RSH/VA947,25.0,47.0,12.0,11.9,9500.0
6005-2RSH/W64,25.0,47.0,12.0,11.9,6600.0
6005-2RSHNR,25.0,47.0,12.0,11.9,9500.0
6005-2RSL,25.0,47.0,12.0,11.9,16000.0
6005-2RSLTN9/C3VT162,25.0,47.0,12.0,11.9,15000.0
6005-2RSLTN9/HC5C3WT,25.0,47.0,12.0,11.2,16000.0
6005-2Z,25.0,47.0,12.0,11.9,16000.0
6005-2Z/C3,25.0,47.0,12.0,11.9,16000.0
6005-2Z/C3GJN,25.0,47.0,12.0,11.9,16000.0
6005-2Z/C3VT127,25.0,47.0,12.0,11.9,
6005-2Z/LHT23,25.0,47.0,12.0,11.9,16000.0
6005-2Z/MT33,25.0,47.0,12.0,11.9,16000.0
6005-2Z/VA201,25.0,47.0,12.0,,120.0
6005-2Z/VA208,25.0,47.0,12.0,,120.0
6005-2ZNR,25.0,47.0,12.0,11.9,16000.0
6005-RSH,25.0,47.0,12.0,11.9,20000.0
6005-RSL,25.0,47.0,12.0,11.9,20000.0
6005-Z,25.0,47.0,12.0,11.9,20000.0
6005-Z/C3,25.0,47.0,12.0,11.9,20000.0
6005/C3,25.0,47.0,12.0,11.9,20000.0
6005/VA201,25.0,47.0,12.0,,120.0
6006,30.0,55.0,13.0,13.8,17000.0
6006 2RSJEM,30.0,55.0,13.0,13.8,8000.0
6006 2RSNRJEM,30.0,55.0,13.0,13.8,8000.0
6006 2ZJEM,30.0,55.0,13.0,13.8,14000.0
6006 JEM,30.0,55.0,13.0,13.8,17000.0
6006 N,30.0,55.0,13.0,13.8,17000.0
6006 RSJEM,30.0,55.0,13.0,13.8,8000.0
6006 ZJEM,30.0,55.0,13.0,13.8,17000.0
6006-2RS1,30.0,55.0,13.0,13.8,8000.0
6006-2RS1/C3,30.0,55.0,13.0,13.8,8000.0
6006-2RS1/C3GJN,30.0,55.0,13.0,13.8,8000.0
6006-2RS1/C4,30.0,55.0,13.0,13.8,8000.0
6006-2RS1/GFJ,30.0,55.0,13.0,13.8,8000.0
6006-2RS1/W64,30.0,55.0,13.0,13.8,5600.0
6006-2RS1NR,30.0,55.0,13.0,13.8,8000.0
6006-2RS2/C4GJN,30.0,55.0,13.0,13.8,8000.0
6006-2RSF/GJN,30.0,55.0,13.0,13.8,3500.0
6006-2RZ,30.0,55.0,13.0,13.8,14000.0
6006-2RZTN9/HC5C3WT,30.0,55.0,13.0,13.3,16000.0
6006-2Z,30.0,55.0,13.0,13.8,14000.0
6006-2Z/C3,30.0,55.0,13.0,13.8,14000.0
6006-2Z/C3GJN,30.0,55.0,13.0,13.8,14000.0
6006-2Z/C4GJNVT901,30.0,55.0,13.0,13.8,14000.0
6006-2Z/VA208,30.0,55.0,13.0,,100.0
6006-2ZTN9/HC5C3WT,30.0,55.0,13.0,13.3,16000.0
6006-RS1,30.0,55.0,13.0,13.8,8000.0
6006-RS1/C3,30.0,55.0,13.0,13.8,17000.0
6006-Z,30.0,55.0,13.0,13.8,17000.0
6006-Z/C3,30.0,55.0,13.0,13.8,17000.0
6006/32-2RS1/VB005,32.0,55.0,13.0,13.8,8000.0
6006/C3,30.0,55.0,13.0,13.8,17000.0
6007,35.0,62.0,14.0,16.8,15000.0
6007 2RSJEM,35.0,62.0,14.0,16.8,7000.0
6007 2RSNRJEM,35.0,62.0,14.0,16.8,7000.0
6007 2ZJEM,35.0,62.0,14.0,16.8,12000.0
6007 2ZNRJEM,35.0,62.0,14.0,16.8,12000.0
6007 JEM,35.0,62.0,14.0,16.8,15000.0
6007 N,35.0,62.0,14.0,16.8,15000.0
6007 RSJEM,35.0,62.0,14.0,16.8,7000.0
6007 TN9/HC5C3,35.0,62.0,14.0,15.9,17000.0
6007 ZJEM,35.0,62.0,14.0,16.8,15000.0
6007-2RS1,35.0,62.0,14.0,16.8,7000.0
